sample_id,sample_version,source_pool_version,area_id,source_geometry_id,spatial_validation_zone,candidate_origin,sample_stratum,sample_stratum_description,area_ha_raw,perimeter_m_raw,compactness_raw,area_bin_raw,n_points,n_parts,n_points_bin,n_parts_bin,current_high_confidence_v2,identity_reference_match,strict_reference_match,large_polygon_flag,small_candidate_flag,complex_boundary_flag,geometric_prior_rank,previous_visual_label,previous_eval_class,previous_eval_class_strict,review_priority_score,review_priority_reason,label_lon,label_lat,visual_label_v2,plantation_pattern_v2,review_notes_v2
OVR2_0016,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,fb66c21b-51dd-4070-8a85-beb5ac43ee67,fb66c21b-51dd-4070-8a85-beb5ac43ee67,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.52024973431474,914.650105150923,0.228357259761477,1_00_2_00_ha,278,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.123988625496,39.6200927959747,olive_like,plantation_like,
OVR2_0017,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,70595d37-a931-4a8f-876d-5e9b17e31b19,70595d37-a931-4a8f-876d-5e9b17e31b19,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,5.48441563717869,1586.66627686195,0.273759400938855,ge_5_00_ha,748,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.4785181146043,39.8384383746279,olive_like,plantation_like,
OVR2_0018,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,"0732c236-15e5-45ab-a8b8-1401bb532ae8","0732c236-15e5-45ab-a8b8-1401bb532ae8",north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.95253859395053,1049.73919590444,0.336699615317079,2_00_5_00_ha,353,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.1433502783072,39.6673103614072,olive_like,mixed_or_sparse,
OVR2_0019,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,628b71bd-3e00-4674-91a5-83d029a5dc6c,628b71bd-3e00-4674-91a5-83d029a5dc6c,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,7.93115591444982,2092.57505859177,0.227606291273503,ge_5_00_ha,688,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.3270482383848,39.5481463478814,olive_like,plantation_like,
OVR2_0020,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,e0024be7-7ddd-4b7b-96db-aac9503e57ba,e0024be7-7ddd-4b7b-96db-aac9503e57ba,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.19422501170556,664.05351354406,0.340321877848142,1_00_2_00_ha,245,1,101_250,singlepart,false,false,false,false,false,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,15.96724811262,39.5118756899289,uncertain,not_assessable,
OVR2_0021,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,aa69dc98-9130-4971-ae9b-91fb5718e3dc,aa69dc98-9130-4971-ae9b-91fb5718e3dc,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,3.66112450462403,895.081748324531,0.574247296584121,2_00_5_00_ha,214,1,101_250,singlepart,false,false,false,false,false,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.58506643906,39.965037751747,not_olive_like,not_assessable,
OVR2_0022,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,f74340c1-e9c0-4ca8-bba7-23dc781ba445,f74340c1-e9c0-4ca8-bba7-23dc781ba445,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.16958749564625,935.560892562527,0.311489143156904,2_00_5_00_ha,392,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,15.8733053860902,39.623568756664,not_olive_like,not_assessable,
OVR2_0023,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,1a598ff1-1141-4d45-a696-00ecc9d2eb25,1a598ff1-1141-4d45-a696-00ecc9d2eb25,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,0.955293931050833,445.513852475211,0.6048176526249,"0_50_1_00_ha",186,1,101_250,singlepart,false,false,false,false,true,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.2045102963622,39.575059522291,olive_like,plantation_like,
OVR2_0024,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,e383adfd-6a9f-4360-a0ea-c40669b68b8c,e383adfd-6a9f-4360-a0ea-c40669b68b8c,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.44159261644785,595.70909473164,0.510486136420369,1_00_2_00_ha,243,1,101_250,singlepart,false,false,false,false,false,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.4482354553762,40.0737656769034,olive_like,mixed_or_sparse,
OVR2_0025,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,afdc270f-1f2f-4cd2-9bf9-ef5d6356b109,afdc270f-1f2f-4cd2-9bf9-ef5d6356b109,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,0.986473353903481,536.16274491512,0.431223038161507,"0_50_1_00_ha",183,1,101_250,singlepart,false,false,false,false,true,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.1720829396704,39.7834149789374,not_olive_like,not_assessable,
OVR2_0026,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,"0a7d3c16-632d-4000-a848-91ea92007318","0a7d3c16-632d-4000-a848-91ea92007318",north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.74575738478072,1283.22861055113,0.209538560671453,2_00_5_00_ha,553,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,15.7948535550435,39.8333434763449,not_olive_like,not_assessable,
OVR2_0027,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,ce3b116f-a84a-43d0-8b26-6986d001c4a6,ce3b116f-a84a-43d0-8b26-6986d001c4a6,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,0.885007686039913,379.410737416212,0.772569700910154,"0_50_1_00_ha",190,1,101_250,singlepart,false,false,false,false,true,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.1878465040286,39.8034186821054,olive_like,mixed_or_sparse,
OVR2_0028,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,b8d127d2-b0e8-4647-974a-043fb45bd0bb,b8d127d2-b0e8-4647-974a-043fb45bd0bb,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.59813245487452,824.536091920892,0.480232790991179,2_00_5_00_ha,250,1,101_250,singlepart,false,false,false,false,false,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.5526540427917,40.0389197280329,not_olive_like,not_assessable,
OVR2_0029,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,7f8bee06-88a0-4032-b52d-599d865dc959,7f8bee06-88a0-4032-b52d-599d865dc959,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.17133754585813,1103.29985946627,0.224155851465712,2_00_5_00_ha,514,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.4523974468028,39.8829914108229,olive_like,mixed_or_sparse,
OVR2_0030,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,62504f68-5101-45dd-b089-a689bd5a8f39,62504f68-5101-45dd-b089-a689bd5a8f39,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.46859689573317,751.956388032955,0.326382724708834,1_00_2_00_ha,315,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,15.8428038735229,39.6427219936632,not_olive_like,not_assessable,
OVR2_0031,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,cd7618b2-e0c3-4e36-84d0-bab75b172a09,cd7618b2-e0c3-4e36-84d0-bab75b172a09,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,7.53070016678968,1411.4587728062,0.475016642690684,ge_5_00_ha,426,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.3886892229226,39.7765352125832,not_olive_like,not_assessable,
OVR2_0032,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,ad4c6519-5da8-4b7b-a7c4-f54463229092,ad4c6519-5da8-4b7b-a7c4-f54463229092,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.61220909305101,910.456642803335,0.396003717652593,2_00_5_00_ha,418,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.5598593972136,39.8939812925675,olive_like,plantation_like,
OVR2_0033,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,11553afb-2509-432d-aa21-5c1185c9c4a3,11553afb-2509-432d-aa21-5c1185c9c4a3,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,124.240170146199,25100.5048158069,0.024780324517533,ge_5_00_ha,8772,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.2664160974894,39.7883415654675,olive_like,plantation_like,
OVR2_0034,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,8fa153fe-f2c9-4636-91d8-e695b8b2ce5e,8fa153fe-f2c9-4636-91d8-e695b8b2ce5e,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,11.6809124486642,2113.11744800016,0.328730015955862,ge_5_00_ha,680,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.3987641847298,39.7971853012308,olive_like,plantation_like,
OVR2_0035,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,d96ed53d-8b4b-45b3-b436-9ab24b3bcb29,d96ed53d-8b4b-45b3-b436-9ab24b3bcb29,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,6.62332557517542,1881.3124043881,0.235160367207694,ge_5_00_ha,662,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.2804104494267,39.5509193187794,olive_like,mixed_or_sparse,
OVR2_0036,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,f0b7311b-9105-4887-b0a7-ea6782153bf1,f0b7311b-9105-4887-b0a7-ea6782153bf1,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.63140097724675,1133.13531485306,0.25753327222793,2_00_5_00_ha,433,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,15.8207017594907,39.7467058099645,olive_like,plantation_like,
OVR2_0037,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,6e259cbe-e166-427f-ad61-d2d962932db4,6e259cbe-e166-427f-ad61-d2d962932db4,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,12.4125416566253,1996.20997748509,0.391433633427433,ge_5_00_ha,820,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.2726205564514,39.8239012768486,uncertain,not_assessable,
OVR2_0038,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,726a1946-8152-406e-8e36-9d73a3ed0371,726a1946-8152-406e-8e36-9d73a3ed0371,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.54249451034307,525.800764609257,0.701117915168065,1_00_2_00_ha,198,1,101_250,singlepart,false,false,false,false,false,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,15.995173232037,39.9747759595012,not_olive_like,not_assessable,
OVR2_0039,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,f2c013ae-0e7c-4c72-be43-6bf679a6466c,f2c013ae-0e7c-4c72-be43-6bf679a6466c,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,0.839083920550157,506.146538129133,0.41158801608258,"0_50_1_00_ha",210,1,101_250,singlepart,false,false,false,false,true,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,15.85490904349,39.6261357882797,not_olive_like,not_assessable,
OVR2_0040,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,d194620e-7f10-4163-b055-c5861c64427c,d194620e-7f10-4163-b055-c5861c64427c,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,5.46407569407611,1020.07384833371,0.659877535391086,ge_5_00_ha,428,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.3871468200587,39.6598906705262,olive_like,plantation_like,
OVR2_0041,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,4351489a-9018-4259-b4bc-346c31c18754,4351489a-9018-4259-b4bc-346c31c18754,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,5.57768917778877,1957.63894389057,0.182893799074796,ge_5_00_ha,691,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.0696976259305,39.5884017783216,olive_like,plantation_like,
OVR2_0042,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,bc39d7aa-5747-447a-95d0-39dca5b36829,bc39d7aa-5747-447a-95d0-39dca5b36829,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.22437385694863,737.861892925315,0.513413734987179,2_00_5_00_ha,286,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.3338797378976,39.6059348674789,olive_like,plantation_like,
OVR2_0043,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,44aa22d9-54e4-4ac9-b75b-64ddaccdfc5c,44aa22d9-54e4-4ac9-b75b-64ddaccdfc5c,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,9.33364042755835,1891.67221944836,0.327769967487434,ge_5_00_ha,301,1,gt_250,singlepart,false,false,false,true,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.8216795631409,39.5025449500668,olive_like,mixed_or_sparse,
OVR2_0044,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,f17f4011-1117-4400-bebc-d1e52e454c42,f17f4011-1117-4400-bebc-d1e52e454c42,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,0.772537382759959,605.125434470775,0.265117595982543,"0_50_1_00_ha",202,1,101_250,singlepart,false,false,false,false,true,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.3226789793231,39.537319292815,olive_like,mixed_or_sparse,
OVR2_0045,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,208f5adc-6851-4b9a-8ddb-0c15e4c76e8c,208f5adc-6851-4b9a-8ddb-0c15e4c76e8c,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.40100882991197,900.392912916276,0.372168391373163,2_00_5_00_ha,370,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.5235857545793,39.8840935381438,olive_like,plantation_like,
OVR2_0046,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,5d2da25a-6e59-40ec-8683-eddfc2c8593e,5d2da25a-6e59-40ec-8683-eddfc2c8593e,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,3.58261017597423,1137.82139915047,0.347745264396407,2_00_5_00_ha,394,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.2759860838027,39.6127854814333,not_olive_like,not_assessable,
OVR2_0047,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,b1789587-5b2f-4183-8766-1ff749d9f4e0,b1789587-5b2f-4183-8766-1ff749d9f4e0,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,2.06485080079029,1183.85830027329,0.185139503036909,2_00_5_00_ha,403,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.2990691760423,39.5122002467689,olive_like,mixed_or_sparse,
OVR2_0048,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,"0c3ef04e-773b-432e-98de-dfda0db083c6","0c3ef04e-773b-432e-98de-dfda0db083c6",north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,4.82278822347061,1579.82146321748,0.24282423891652,2_00_5_00_ha,657,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.1336683645773,39.6732561078828,olive_like,plantation_like,
OVR2_0049,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,4b1c24ac-e862-4c61-9cde-e527d929df64,4b1c24ac-e862-4c61-9cde-e527d929df64,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.7098876004404,675.66546066233,0.470667259902824,1_00_2_00_ha,301,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.0488578341236,39.6032391969065,uncertain,not_assessable,
OVR2_0050,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,fa628ceb-167b-4426-abbc-a3f1003a324a,fa628ceb-167b-4426-abbc-a3f1003a324a,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,3.43670792620324,2206.37934977624,0.0887139915833875,2_00_5_00_ha,640,1,gt_250,singlepart,false,false,false,false,false,true,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.6634523564714,39.6018200404578,uncertain,not_assessable,
OVR2_0051,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,cd3ec7df-fced-4dfb-ad06-094c65770782,cd3ec7df-fced-4dfb-ad06-094c65770782,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.08834553426383,481.436607411821,0.590063082319971,1_00_2_00_ha,209,1,101_250,singlepart,false,false,false,false,false,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.3459499531949,39.6810385999019,olive_like,plantation_like,
OVR2_0052,olive_visual_review_sample_v2,candidate_pool_v2_area_ge_0_5,1ccaf99d-d14a-4094-87f1-c25730f927d8,1ccaf99d-d14a-4094-87f1-c25730f927d8,north_calabria,added_candidate,north_added_unreviewed,Nord Calabria - nuove candidate non high-confidence,1.52096735159193,626.552050139335,0.486872724267445,1_00_2_00_ha,238,1,101_250,singlepart,false,false,false,false,false,false,1,,,,100,Nord Calabria - nuova area candidate non high-confidence,16.2120920297129,39.8144499396157,olive_like,mixed_or_sparse,
